,,Atlanta,Atlanta,Atlanta,Atlanta,Chicago,Chicago,Chicago,Chicago,Nashville,Nashville,Nashville,Nashville,LA,LA,LA,LA,NY,NY,NY,NY
Sun,9/2/2018,3667,3075,592,90805,6004,1825,4179,113123,3667,7025,-3358,95131,5927,2111,3816,132598,3587,3208,379,93485
Mon,9/3/2018,6037,7248,-1211,89594,3157,0,3157,116280,2488,3095,-607,94524,8544,17260,-8716,123882,11130,4182,6948,100433
Tue,9/4/2018,0,14205,-14205,75389,0,0,0,116280,0,5877,-5877,88647,0,9106,-9106,114776,6214,5521,693,101126
Wed,9/5/2018,0,6679,-6679,68710,3558,10951,-7393,108887,5742,6063,-321,88326,0,4563,-4563,110213,5113,2407,2706,103832
Thu,9/6/2018,6470,0,6470,75180,8909,0,8909,117796,1948,12026,-10078,78248,5666,2650,3016,113229,0,9239,-9239,94593
Fri,9/7/2018,6609,8548,-1939,73241,0,10954,-10954,106842,5945,11520,-5575,72673,3051,10241,-7190,106039,5765,5062,703,95296
Sat,9/8/2018,7016,3835,3181,76422,5218,0,5218,112060,2455,1768,687,73360,9332,9211,121,106160,0,14528,-14528,80768
Sun,9/9/2018,4205,0,4205,80627,0,1060,-1060,111000,8950,0,8950,82310,858,13391,-12533,93627,3818,5690,-1872,78896
Mon,9/10/2018,9906,6035,3871,84498,5214,3518,1696,112696,7385,5536,1849,84159,5340,3306,2034,95661,0,0,0,78896
Tue,9/11/2018,6496,4375,2121,86619,9629,9405,224,112920,0,2135,-2135,82024,7058,3114,3944,99605,5781,0,5781,84677
Wed,9/12/2018,6972,0,6972,93591,0,2580,-2580,110340,5202,2139,3063,85087,0,2358,-2358,97247,10592,4412,6180,90857
Thu,9/13/2018,3992,7944,-3952,89639,7559,10188,-2629,107711,5674,0,5674,90761,3830,9380,-5550,91697,6516,8930,-2414,88443
Fri,9/14/2018,0,10775,-10775,78864,1408,0,1408,109119,14757,1703,13054,103815,4771,10771,-6000,85697,6326,7079,-753,87690
Sat,9/15/2018,8841,0,8841,87705,2901,8054,-5153,103966,0,0,0,103815,7671,0,7671,93368,2811,3587,-776,86914
Sun,9/16/2018,5658,3546,2112,89817,1996,17792,-15796,88170,9976,12243,-2267,101548,16351,4252,12099,105467,9860,3743,6117,93031
Mon,9/17/2018,6202,5071,1131,90948,2190,5633,-3443,84727,8484,1629,6855,108403,13496,6355,7141,112608,6265,5791,474,93505
Tue,9/18/2018,4584,6758,-2174,88774,8811,5034,3777,88504,0,0,0,108403,8990,13860,-4870,107738,6789,3576,3213,96718
Wed,9/19/2018,3188,3922,-734,88040,5547,5218,329,88833,6491,0,6491,114894,6745,3854,2891,110629,0,5696,-5696,91022
Thu,9/20/2018,3434,12426,-8992,79048,0,1486,-1486,87347,5140,8013,-2873,112021,2761,6387,-3626,107003,2737,4366,-1629,89393
Fri,9/21/2018,0,10566,-10566,68482,4998,6883,-1885,85462,10020,5472,4548,116569,13741,9671,4070,111073,14796,16704,-1908,87485
Sat,9/22/2018,3683,2752,931,69413,8374,3275,5099,90561,1396,9881,-8485,108084,2144,6664,-4520,106553,7505,0,7505,94990
Sun,9/23/2018,5811,2880,2931,72344,4318,999,3319,93880,4564,2583,1981,110065,5496,7015,-1519,105034,1739,5730,-3991,90999
Mon,9/24/2018,5333,8291,-2958,69386,5192,5037,155,94035,10210,12874,-2664,107401,10893,16155,-5262,99772,6996,0,6996,97995
Tue,9/25/2018,11114,2611,8503,77889,2546,10237,-7691,86344,954,8497,-7543,99858,1133,8117,-6984,92788,4357,3050,1307,99302
Wed,9/26/2018,5054,0,5054,82943,0,6796,-6796,79548,13902,7547,6355,106213,8699,0,8699,101487,9020,2878,6142,105444
Thu,9/27/2018,10747,2274,8473,91416,652,8183,-7531,72017,6183,12868,-6685,99528,3542,0,3542,105029,3576,1883,1693,107137
Fri,9/28/2018,9153,5744,3409,94825,10441,3760,6681,78698,11980,7406,4574,104102,0,2012,-2012,103017,14231,3342,10889,118026
Sat,9/29/2018,2707,3986,-1279,93546,3893,5169,-1276,77422,9605,0,9605,113707,5109,7941,-2832,100185,9371,11318,-1947,116079
Sun,9/30/2018,3714,5027,-1313,92233,6500,9058,-2558,74864,3719,7409,-3690,110017,2147,5968,-3821,96364,4198,7100,-2902,113177
Mon,10/1/2018,7134,4782,2352,94585,5794,8175,-2381,72483,8123,1352,6771,116788,0,2315,-2315,94049,2557,0,2557,115734
Tue,10/2/2018,2654,0,2654,97239,7858,4293,3565,76048,1023,3803,-2780,114008,10654,8241,2413,96462,12213,3204,9009,124743
Wed,10/3/2018,6539,2969,3570,100809,6142,9837,-3695,72353,2393,3443,-1050,112958,3013,5169,-2156,94306,0,3761,-3761,120982
Thu,10/4/2018,6466,10966,-4500,96309,8199,3831,4368,76721,2997,8989,-5992,106966,0,10667,-10667,83639,4296,8665,-4369,116613
Fri,10/5/2018,22449,6590,15859,112168,6786,3034,3752,80473,3309,11672,-8363,98603,2771,8643,-5872,77767,2181,0,2181,118794
Sat,10/6/2018,4388,10149,-5761,106407,1511,9966,-8455,72018,4490,10487,-5997,92606,1461,3546,-2085,75682,8224,8794,-570,118224
Sun,10/7/2018,8233,0,8233,114640,11320,0,11320,83338,4587,11981,-7394,85212,5109,14165,-9056,66626,0,2978,-2978,115246
Mon,10/8/2018,3507,4222,-715,113925,2585,0,2585,85923,8585,0,8585,93797,5880,3687,2193,68819,4513,7772,-3259,111987
Tue,10/9/2018,7033,5666,1367,115292,1213,0,1213,87136,8187,0,8187,101984,3518,7573,-4055,64764,4687,5118,-431,111556
Wed,10/10/2018,3551,2110,1441,116733,1724,0,1724,88860,6978,6913,65,102049,2104,8874,-6770,57994,3040,3576,-536,111020
Thu,10/11/2018,17123,10213,6910,123643,1442,1904,-462,88398,4536,4564,-28,102021,3996,0,3996,61990,2945,10672,-7727,103293
Fri,10/12/2018,0,4142,-4142,119501,4220,0,4220,92618,2783,0,2783,104804,0,4854,-4854,57136,3919,13982,-10063,93230
Sat,10/13/2018,2788,6117,-3329,116172,9564,4678,4886,97504,0,17727,-17727,87077,5508,1934,3574,60710,7819,2424,5395,98625
Sun,10/14/2018,8874,10647,-1773,114399,4718,5404,-686,96818,2411,2674,-263,86814,5825,1447,4378,65088,10502,9398,1104,99729
Mon,10/15/2018,4188,16034,-11846,102553,4340,7555,-3215,93603,6944,5755,1189,88003,7840,5388,2452,67540,3567,8572,-5005,94724
Tue,10/16/2018,4378,1260,3118,105671,5133,12225,-7092,86511,1739,11089,-9350,78653,6477,3535,2942,70482,810,8623,-7813,86911
Wed,10/17/2018,6801,2654,4147,109818,0,1005,-1005,85506,13132,7054,6078,84731,10571,0,10571,81053,0,1146,-1146,85765
Thu,10/18/2018,3928,5401,-1473,108345,1201,7368,-6167,79339,3847,5422,-1575,83156,11095,0,11095,92148,4183,2849,1334,87099
Fri,10/19/2018,2760,20614,-17854,90491,0,9942,-9942,69397,7732,9084,-1352,81804,7013,7534,-521,91627,1580,0,1580,88679
Sat,10/20/2018,1519,3714,-2195,88296,4417,6966,-2549,66848,6383,5117,1266,83070,9122,660,8462,100089,5823,9895,-4072,84607
Sun,10/21/2018,8568,2219,6349,94645,3632,6654,-3022,63826,4751,2838,1913,84983,0,0,0,100089,7295,2717,4578,89185
Mon,10/22/2018,1915,4347,-2432,92213,0,1865,-1865,61961,2359,3484,-1125,83858,5499,0,5499,105588,8403,3538,4865,94050
Tue,10/23/2018,7558,4359,3199,95412,5524,3322,2202,64163,5799,2841,2958,86816,8677,3919,4758,110346,0,6547,-6547,87503
Wed,10/24/2018,3156,2373,783,96195,2453,2496,-43,64120,3743,2720,1023,87839,4548,6256,-1708,108638,12541,4872,7669,95172
Thu,10/25/2018,3315,3019,296,96491,5819,7714,-1895,62225,1236,0,1236,89075,3539,3332,207,108845,1849,3871,-2022,93150
Fri,10/26/2018,4045,11457,-7412,89079,12600,2085,10515,72740,10303,6381,3922,92997,5500,9146,-3646,105199,6357,8636,-2279,90871
Sat,10/27/2018,0,10314,-10314,78765,6777,2585,4192,76932,3221,4770,-1549,91448,1509,0,1509,106708,9518,7743,1775,92646
Sun,10/28/2018,4725,0,4725,83490,12570,6703,5867,82799,5536,2997,2539,93987,5268,5119,149,106857,12023,1762,10261,102907
Mon,10/29/2018,3438,10479,-7041,76449,9446,4982,4464,87263,0,0,0,93987,12349,5704,6645,113502,7356,5643,1713,104620
Tue,10/30/2018,6893,4219,2674,79123,5812,2126,3686,90949,8027,9698,-1671,92316,11122,0,11122,124624,3899,3607,292,104912
Wed,10/31/2018,0,10056,-10056,69067,14195,3723,10472,101421,9672,0,9672,101988,7841,10413,-2572,122052,4049,2378,1671,106583
Thu,11/1/2018,7098,6746,352,69419,0,7094,-7094,94327,10807,5699,5108,107096,4573,4335,238,122290,26296,2856,23440,130023
Fri,11/2/2018,5893,6298,-405,69014,0,5192,-5192,89135,7688,3829,3859,110955,9371,4319,5052,127342,2724,10112,-7388,122635
Sat,11/3/2018,7167,5042,2125,71139,627,7934,-7307,81828,3580,0,3580,114535,4804,3819,985,128327,0,9988,-9988,112647
Sun,11/4/2018,5577,1435,4142,75281,3622,7525,-3903,77925,2368,3965,-1597,112938,1789,10616,-8827,119500,0,4884,-4884,107763
Mon,11/5/2018,6521,1430,5091,80372,7982,3104,4878,82803,2624,2498,126,113064,2522,2879,-357,119143,10219,0,10219,117982
Tue,11/6/2018,3345,8788,-5443,74929,3732,3100,632,83435,900,11937,-11037,102027,7641,4078,3563,122706,5855,4767,1088,119070
Wed,11/7/2018,7921,4992,2929,77858,4883,0,4883,88318,5986,0,5986,108013,4945,8691,-3746,118960,4446,11673,-7227,111843
Thu,11/8/2018,10341,5882,4459,82317,1915,15914,-13999,74319,11521,0,11521,119534,0,3010,-3010,115950,1497,4521,-3024,108819
Fri,11/9/2018,0,2354,-2354,79963,7441,6812,629,74948,14002,6164,7838,127372,2956,2853,103,116053,2510,7188,-4678,104141
Sat,11/10/2018,16683,2028,14655,94618,7485,5685,1800,76748,16263,8396,7867,135239,13108,9200,3908,119961,0,5416,-5416,98725
Sun,11/11/2018,3044,7629,-4585,90033,7325,2577,4748,81496,11231,11746,-515,134724,4139,6370,-2231,117730,3705,0,3705,102430
Mon,11/12/2018,7757,9045,-1288,88745,4379,3022,1357,82853,2101,7630,-5529,129195,11796,2591,9205,126935,7967,3080,4887,107317
Tue,11/13/2018,13172,7086,6086,94831,6010,1383,4627,87480,2947,5687,-2740,126455,7141,9797,-2656,124279,5408,7096,-1688,105629
Wed,11/14/2018,16365,5172,11193,106024,3006,6694,-3688,83792,5982,10184,-4202,122253,1401,12266,-10865,113414,0,9851,-9851,95778
Thu,11/15/2018,5127,0,5127,111151,2771,2356,415,84207,6013,0,6013,128266,4905,0,4905,118319,6918,5850,1068,96846
Fri,11/16/2018,6743,1704,5039,116190,0,3344,-3344,80863,4437,2243,2194,130460,10266,4840,5426,123745,3978,2510,1468,98314
Sat,11/17/2018,6841,5618,1223,117413,3819,0,3819,84682,5914,5471,443,130903,3324,13970,-10646,113099,4353,5267,-914,97400
Sun,11/18/2018,2539,4834,-2295,115118,4754,2132,2622,87304,14455,15412,-957,129946,5258,13720,-8462,104637,0,0,0,97400
Mon,11/19/2018,8648,6266,2382,117500,4400,15968,-11568,75736,0,8125,-8125,121821,19365,2662,16703,121340,0,9707,-9707,87693
Tue,11/20/2018,4664,5418,-754,116746,1713,627,1086,76822,2479,6963,-4484,117337,7712,5311,2401,123741,0,9061,-9061,78632
Wed,11/21/2018,1772,6498,-4726,112020,2984,1394,1590,78412,1700,1945,-245,117092,7838,6642,1196,124937,7679,3061,4618,83250
Thu,11/22/2018,3180,6031,-2851,109169,9427,3551,5876,84288,0,11220,-11220,105872,4431,4705,-274,124663,15730,0,15730,98980
Fri,11/23/2018,4383,11619,-7236,101933,6623,10679,-4056,80232,5330,8706,-3376,102496,5625,8223,-2598,122065,14965,10015,4950,103930
Sat,11/24/2018,2014,7532,-5518,96415,9155,0,9155,89387,9769,4453,5316,107812,2543,2709,-166,121899,4047,10079,-6032,97898
Sun,11/25/2018,6907,5211,1696,98111,9259,1381,7878,97265,12850,9057,3793,111605,10076,11069,-993,120906,0,2825,-2825,95073
Mon,11/26/2018,0,2541,-2541,95570,7414,2791,4623,101888,4524,4430,94,111699,9917,9061,856,121762,6463,3405,3058,98131
Tue,11/27/2018,2791,5436,-2645,92925,3294,13199,-9905,91983,5159,7103,-1944,109755,5562,1536,4026,125788,1706,4212,-2506,95625
Wed,11/28/2018,3441,5655,-2214,90711,7703,10323,-2620,89363,7890,15655,-7765,101990,16655,3293,13362,139150,7582,5719,1863,97488
Thu,11/29/2018,3903,4522,-619,90092,3650,0,3650,93013,5302,3726,1576,103566,17678,9362,8316,147466,12554,7060,5494,102982
Fri,11/30/2018,7108,9734,-2626,87466,8159,0,8159,101172,2916,0,2916,106482,4084,1216,2868,150334,8529,16921,-8392,94590
Sat,12/1/2018,4929,6248,-1319,86147,7528,6475,1053,102225,5916,0,5916,112398,14845,3976,10869,161203,13111,0,13111,107701
Sun,12/2/2018,5701,7792,-2091,84056,0,6138,-6138,96087,7926,6458,1468,113866,3049,7108,-4059,157144,4162,6127,-1965,105736
Mon,12/3/2018,7912,5098,2814,86870,2915,5753,-2838,93249,2099,9276,-7177,106689,16497,4622,11875,169019,3322,12047,-8725,97011
Tue,12/4/2018,2905,7741,-4836,82034,4570,3678,892,94141,2638,2320,318,107007,12256,10213,2043,171062,7600,0,7600,104611
Wed,12/5/2018,6807,8207,-1400,80634,8991,3299,5692,99833,10452,12839,-2387,104620,10250,15715,-5465,165597,12064,3364,8700,113311
Thu,12/6/2018,8064,2198,5866,86500,7462,9107,-1645,98188,8620,6227,2393,107013,5716,8766,-3050,162547,19024,11741,7283,120594
Fri,12/7/2018,3716,4701,-985,85515,3169,4163,-994,97194,2182,2629,-447,106566,7050,7986,-936,161611,7522,0,7522,128116
Sat,12/8/2018,3551,0,3551,89066,5571,4116,1455,98649,2622,6939,-4317,102249,7318,12497,-5179,156432,18901,6154,12747,140863
Sun,12/9/2018,17133,7546,9587,98653,10186,5791,4395,103044,13357,5475,7882,110131,8173,1142,7031,163463,6212,5173,1039,141902
Mon,12/10/2018,8335,4615,3720,102373,13937,5270,8667,111711,3017,5302,-2285,107846,15946,6892,9054,172517,8306,6413,1893,143795
Tue,12/11/2018,18566,2136,16430,118803,4543,5009,-466,111245,5424,1914,3510,111356,0,9856,-9856,162661,4674,3547,1127,144922
Wed,12/12/2018,13728,9972,3756,122559,8852,6350,2502,113747,14609,3837,10772,122128,6526,18192,-11666,150995,6211,2134,4077,148999
Thu,12/13/2018,5861,0,5861,128420,5477,3348,2129,115876,0,9435,-9435,112693,7933,0,7933,158928,5027,9444,-4417,144582
Fri,12/14/2018,12282,9808,2474,130894,13923,5501,8422,124298,2258,7846,-5588,107105,8334,9296,-962,157966,9420,12882,-3462,141120
Sat,12/15/2018,13777,8286,5491,136385,8199,3079,5120,129418,6500,0,6500,113605,5439,6934,-1495,156471,13697,4555,9142,150262
Sun,12/16/2018,8881,3656,5225,141610,7902,7960,-58,129360,8434,4046,4388,117993,10148,11900,-1752,154719,7114,13065,-5951,144311
Mon,12/17/2018,3177,8062,-4885,136725,7658,7607,51,129411,11508,1125,10383,128376,16433,13673,2760,157479,9282,1576,7706,152017
Tue,12/18/2018,3319,1883,1436,138161,11629,7022,4607,134018,10246,13565,-3319,125057,0,3343,-3343,154136,2064,3911,-1847,150170
Wed,12/19/2018,7580,1797,5783,143944,8510,4637,3873,137891,9750,10288,-538,124519,10600,6681,3919,158055,5095,4661,434,150604
Thu,12/20/2018,1167,4226,-3059,140885,6594,6720,-126,137765,12102,0,12102,136621,6016,0,6016,164071,12196,5777,6419,157023
Fri,12/21/2018,14165,6582,7583,148468,3846,6956,-3110,134655,8190,1229,6961,143582,7484,13984,-6500,157571,2042,3809,-1767,155256
Sat,12/22/2018,9887,2406,7481,155949,13441,2797,10644,145299,2229,6934,-4705,138877,13973,4579,9394,166965,4405,14384,-9979,145277
Sun,12/23/2018,10087,12855,-2768,153181,4024,12464,-8440,136859,6794,12142,-5348,133529,3511,5876,-2365,164600,9206,4705,4501,149778
Mon,12/24/2018,10620,7135,3485,156666,0,3406,-3406,133453,18822,6262,12560,146089,1469,11616,-10147,154453,2613,11760,-9147,140631
Tue,12/25/2018,16644,5879,10765,167431,8297,11351,-3054,130399,7935,10513,-2578,143511,5736,12114,-6378,148075,11974,3719,8255,148886
Wed,12/26/2018,5733,4240,1493,168924,0,4218,-4218,126181,6755,2680,4075,147586,1913,12348,-10435,137640,6371,11317,-4946,143940
Thu,12/27/2018,0,3441,-3441,165483,7541,8822,-1281,124900,6386,1444,4942,152528,11976,4127,7849,145489,10397,9197,1200,145140
Fri,12/28/2018,9482,13908,-4426,161057,5647,6293,-646,124254,12888,9580,3308,155836,8357,4561,3796,149285,3277,5338,-2061,143079
Sat,12/29/2018,15734,12665,3069,164126,8288,6482,1806,126060,13181,12766,415,156251,1313,10296,-8983,140302,12930,23512,-10582,132497
Sun,12/30/2018,1322,10849,-9527,154599,16995,12547,4448,130508,3874,7467,-3593,152658,3601,7950,-4349,135953,5486,9874,-4388,128109
Mon,12/31/2018,5479,13265,-7786,146813,0,19350,-19350,111158,6073,5959,114,152772,7377,10971,-3594,132359,11036,12510,-1474,126635
Tue,1/1/2019,8149,7721,428,147241,7298,2361,4937,116095,8686,9131,-445,152327,9992,11326,-1334,131025,4551,4416,135,126770
Wed,1/2/2019,0,3592,-3592,143649,9197,7237,1960,118055,7633,6990,643,152970,14583,3600,10983,142008,1610,4704,-3094,123676
Thu,1/3/2019,2318,6597,-4279,139370,5736,1774,3962,122017,6344,2829,3515,156485,11351,6944,4407,146415,7998,7202,796,124472
Fri,1/4/2019,5804,15971,-10167,129203,16907,19377,-2470,119547,4377,11034,-6657,149828,1276,6516,-5240,141175,4973,15688,-10715,113757
Sat,1/5/2019,14321,4423,9898,139101,3287,4155,-868,118679,10741,9287,1454,151282,10602,4521,6081,147256,8136,2391,5745,119502
Sun,1/6/2019,2325,6596,-4271,134830,11144,7061,4083,122762,11870,9395,2475,153757,4421,17551,-13130,134126,0,10795,-10795,108707
Mon,1/7/2019,5009,11735,-6726,128104,6061,2185,3876,126638,1326,1724,-398,153359,6203,12080,-5877,128249,10725,7169,3556,112263
Tue,1/8/2019,10015,6924,3091,131195,5184,2527,2657,129295,12128,27219,-15091,138268,3414,13276,-9862,118387,5704,0,5704,117967
Wed,1/9/2019,4456,2918,1538,132733,3309,11295,-7986,121309,2558,4283,-1725,136543,3492,7525,-4033,114354,11422,3374,8048,126015
Thu,1/10/2019,11813,9976,1837,134570,4655,3324,1331,122640,14748,11227,3521,140064,8422,4269,4153,118507,1015,8137,-7122,118893
Fri,1/11/2019,1463,1167,296,134866,12936,1887,11049,133689,2858,11918,-9060,131004,5786,11200,-5414,113093,6346,13294,-6948,111945
Sat,1/12/2019,7951,8094,-143,134723,9400,17677,-8277,125412,2010,8644,-6634,124370,9398,11978,-2580,110513,3075,4662,-1587,110358
Sun,1/13/2019,0,3647,-3647,131076,3792,12879,-9087,116325,3014,11641,-8627,115743,9913,0,9913,120426,5004,2595,2409,112767
Mon,1/14/2019,7960,1746,6214,137290,4552,10767,-6215,110110,4340,8785,-4445,111298,4354,9478,-5124,115302,2952,0,2952,115719
Tue,1/15/2019,21631,8466,13165,150455,1096,6873,-5777,104333,2950,6200,-3250,108048,14503,6259,8244,123546,5013,5292,-279,115440
Wed,1/16/2019,16388,2095,14293,164748,20785,4836,15949,120282,9478,7564,1914,109962,18134,4529,13605,137151,7458,9518,-2060,113380
Thu,1/17/2019,3737,14443,-10706,154042,10312,0,10312,130594,6379,17373,-10994,98968,8785,4475,4310,141461,4390,2579,1811,115191
Fri,1/18/2019,10200,3486,6714,160756,8154,11824,-3670,126924,8612,0,8612,107580,2404,1972,432,141893,4225,5398,-1173,114018
Sat,1/19/2019,6652,12462,-5810,154946,2405,5589,-3184,123740,6808,11045,-4237,103343,3563,5677,-2114,139779,2435,4952,-2517,111501
Sun,1/20/2019,13712,21698,-7986,146960,5913,3177,2736,126476,13010,6332,6678,110021,6444,10272,-3828,135951,1505,9668,-8163,103338
Mon,1/21/2019,3895,19435,-15540,131420,16562,17156,-594,125882,2177,0,2177,112198,6323,3069,3254,139205,0,11217,-11217,92121
Tue,1/22/2019,0,0,0,131420,9886,5493,4393,130275,5795,6257,-462,111736,0,15568,-15568,123637,7300,0,7300,99421
Wed,1/23/2019,9049,2699,6350,137770,4044,3726,318,130593,5565,14264,-8699,103037,9316,5820,3496,127133,1833,11299,-9466,89955
Thu,1/24/2019,7271,4243,3028,140798,9545,2129,7416,138009,4810,10254,-5444,97593,6152,5170,982,128115,7022,8493,-1471,88484
Fri,1/25/2019,3464,7634,-4170,136628,3423,0,3423,141432,9584,0,9584,107177,1774,20977,-19203,108912,0,13986,-13986,74498
Sat,1/26/2019,1495,4613,-3118,133510,14267,7002,7265,148697,8801,961,7840,115017,9860,4326,5534,114446,7058,2850,4208,78706
Sun,1/27/2019,3766,1072,2694,136204,4900,10281,-5381,143316,12242,0,12242,127259,5560,15871,-10311,104135,10447,5040,5407,84113
Mon,1/28/2019,8688,6038,2650,138854,0,6548,-6548,136768,6142,9124,-2982,124277,4353,1854,2499,106634,16575,10629,5946,90059
Tue,1/29/2019,11929,12235,-306,138548,4446,9163,-4717,132051,9426,3427,5999,130276,2817,8318,-5501,101133,5075,7078,-2003,88056
Wed,1/30/2019,4245,1072,3173,141721,5332,5309,23,132074,1617,6892,-5275,125001,0,5989,-5989,95144,10235,5948,4287,92343
Thu,1/31/2019,15386,1392,13994,155715,6884,7167,-283,131791,2940,4377,-1437,123564,4542,0,4542,99686,5148,2952,2196,94539
Fri,2/1/2019,5971,5871,100,155815,8190,8645,-455,131336,2207,4205,-1998,121566,6695,0,6695,106381,6187,1541,4646,99185
Sat,2/2/2019,8020,3161,4859,160674,9656,6452,3204,134540,7063,2716,4347,125913,3252,8359,-5107,101274,4472,0,4472,103657
Sun,2/3/2019,5750,8575,-2825,157849,2063,10164,-8101,126439,0,8958,-8958,116955,7389,8233,-844,100430,5230,3878,1352,105009
Mon,2/4/2019,1653,17718,-16065,141784,0,10290,-10290,116149,22000,6882,15118,132073,2310,9507,-7197,93233,11214,3435,7779,112788
Tue,2/5/2019,3703,1757,1946,143730,7089,2666,4423,120572,6890,7277,-387,131686,9738,15328,-5590,87643,13241,12852,389,113177
Wed,2/6/2019,12165,6608,5557,149287,12608,11212,1396,121968,16552,10904,5648,137334,3352,3040,312,87955,3150,9459,-6309,106868
Thu,2/7/2019,6471,23371,-16900,132387,5086,23416,-18330,103638,6426,2004,4422,141756,7190,2118,5072,93027,1393,2447,-1054,105814
Fri,2/8/2019,6625,9195,-2570,129817,1502,2933,-1431,102207,1938,7738,-5800,135956,2776,5391,-2615,90412,8763,3883,4880,110694
Sat,2/9/2019,16204,3279,12925,142742,1151,7980,-6829,95378,14525,8008,6517,142473,13572,8534,5038,95450,4651,13558,-8907,101787
Sun,2/10/2019,3867,13616,-9749,132993,2232,5947,-3715,91663,11995,6250,5745,148218,5650,8139,-2489,92961,8547,0,8547,110334
Mon,2/11/2019,4687,7573,-2886,130107,0,2162,-2162,89501,5484,6266,-782,147436,1640,3648,-2008,90953,3662,15923,-12261,98073
Tue,2/12/2019,4744,0,4744,134851,4078,2207,1871,91372,0,9068,-9068,138368,1291,2310,-1019,89934,1086,2130,-1044,97029
Wed,2/13/2019,11815,15078,-3263,131588,0,16269,-16269,75103,2042,10205,-8163,130205,7746,2086,5660,95594,4204,4268,-64,96965
Thu,2/14/2019,0,6941,-6941,124647,2281,4559,-2278,72825,7148,4364,2784,132989,1921,8492,-6571,89023,3207,4027,-820,96145
Fri,2/15/2019,8402,6558,1844,126491,6996,0,6996,79821,12461,12451,10,132999,0,5827,-5827,83196,3260,2592,668,96813
Sat,2/16/2019,0,12459,-12459,114032,3309,7659,-4350,75471,2915,6621,-3706,129293,1832,6983,-5151,78045,5480,3496,1984,98797
Sun,2/17/2019,2876,20593,-17717,96315,2422,3083,-661,74810,4239,11307,-7068,122225,0,0,0,78045,0,0,0,98797
Mon,2/18/2019,4206,4048,158,96473,3161,7092,-3931,70879,2831,6734,-3903,118322,0,8267,-8267,69778,2448,2599,-151,98646
Tue,2/19/2019,6375,13134,-6759,89714,5975,4298,1677,72556,3013,10677,-7664,110658,8971,2859,6112,75890,0,5041,-5041,93605
Wed,2/20/2019,15550,4884,10666,100380,10706,2187,8519,81075,6950,2685,4265,114923,11420,5128,6292,82182,9111,3058,6053,99658
Thu,2/21/2019,6985,1653,5332,105712,3180,7195,-4015,77060,4112,11723,-7611,107312,8501,3468,5033,87215,1795,11363,-9568,90090
Fri,2/22/2019,10234,6568,3666,109378,3746,3909,-163,76897,6037,3708,2329,109641,7334,3863,3471,90686,2580,4159,-1579,88511
Sat,2/23/2019,3198,0,3198,112576,4204,1794,2410,79307,1616,2217,-601,109040,8167,4725,3442,94128,7118,7127,-9,88502
Sun,2/24/2019,0,7208,-7208,105368,4543,1502,3041,82348,4108,14216,-10108,98932,1794,1266,528,94656,10069,5683,4386,92888
